PassengerId,Pclass,Gender,Age,SibSp,Parch,Fare,Embarked_Q,Embarked_S
162,2,1,40.0,0,0,15.75,False,True
556,1,0,62.0,0,0,26.55,False,True
730,3,1,25.0,1,0,7.925,False,True
402,3,0,26.0,0,0,8.05,False,True
703,3,1,18.0,0,1,14.4542,False,False
477,2,0,34.0,1,0,21.0,False,True
772,3,0,48.0,0,0,7.8542,False,True
106,3,0,28.0,0,0,7.8958,False,True
566,3,0,24.0,2,0,24.15,False,True
390,2,1,17.0,0,0,12.0,False,False
2,1,1,38.0,1,0,71.2833,False,False
833,3,0,28.0,0,0,7.2292,False,False
562,3,0,40.0,0,0,7.8958,False,True
81,3,0,22.0,0,0,9.0,False,True
206,3,1,2.0,0,1,10.4625,False,True
35,1,0,28.0,1,0,82.1708,False,False
776,3,0,18.0,0,0,7.75,False,True
509,3,0,28.0,0,0,22.525,False,True
428,2,1,19.0,0,0,26.0,False,True
455,3,0,28.0,0,0,8.05,False,True
367,1,1,60.0,1,0,75.25,False,False
92,3,0,20.0,0,0,7.8542,False,True
340,1,0,45.0,0,0,35.5,False,True
565,3,1,28.0,0,0,8.05,False,True
346,2,1,24.0,0,0,13.0,False,True
777,3,0,28.0,0,0,7.75,True,False
242,3,1,28.0,1,0,15.5,True,False
14,3,0,39.0,1,5,31.275,False,True
316,3,1,26.0,0,0,7.8542,False,True
601,2,1,24.0,2,1,27.0,False,True
388,2,1,36.0,0,0,13.0,False,True
274,1,0,37.0,0,1,29.7,False,False
167,1,1,28.0,0,1,55.0,False,True
884,2,0,28.0,0,0,10.5,False,True
647,3,0,19.0,0,0,7.8958,False,True
819,3,0,43.0,0,0,6.45,False,True
485,1,0,25.0,1,0,91.0792,False,False
874,3,0,47.0,0,0,9.0,False,True
505,1,1,16.0,0,0,86.5,False,True
832,2,0,0.83,1,1,18.75,False,True
244,3,0,22.0,0,0,7.125,False,True
567,3,0,19.0,0,0,7.8958,False,True
563,2,0,28.0,0,0,13.5,False,True
687,3,0,14.0,4,1,39.6875,False,True
190,3,0,36.0,0,0,7.8958,False,True
783,1,0,29.0,0,0,30.0,False,True
700,3,0,42.0,0,0,7.65,False,True
476,1,0,28.0,0,0,52.0,False,True
682,1,0,27.0,0,0,76.7292,False,False
511,3,0,29.0,0,0,7.75,True,False
59,2,1,5.0,1,2,27.75,False,True
475,3,1,22.0,0,0,9.8375,False,True
561,3,0,28.0,0,0,7.75,True,False
748,2,1,30.0,0,0,13.0,False,True
253,1,0,62.0,0,0,26.55,False,True
22,2,0,34.0,0,0,13.0,False,True
314,3,0,28.0,0,0,7.8958,False,True
460,3,0,28.0,0,0,7.75,True,False
161,3,0,44.0,0,1,16.1,False,True
277,3,1,45.0,0,0,7.75,False,True
192,2,0,19.0,0,0,13.0,False,True
386,2,0,18.0,0,0,73.5,False,True
806,3,0,31.0,0,0,7.775,False,True
414,2,0,28.0,0,0,0.0,False,True
492,3,0,21.0,0,0,7.25,False,True
344,2,0,25.0,0,0,13.0,False,True
770,3,0,32.0,0,0,8.3625,False,True
309,2,0,30.0,1,0,24.0,False,False
662,3,0,40.0,0,0,7.225,False,False
131,3,0,33.0,0,0,7.8958,False,False
664,3,0,36.0,0,0,7.4958,False,True
872,1,1,47.0,1,1,52.5542,False,True
100,2,0,34.0,1,0,26.0,False,True
373,3,0,19.0,0,0,8.05,False,True
88,3,0,28.0,0,0,8.05,False,True
459,2,1,50.0,0,0,10.5,False,True
331,3,1,28.0,2,0,23.25,True,False
215,3,0,28.0,1,0,7.75,True,False
467,2,0,28.0,0,0,0.0,False,True
122,3,0,28.0,0,0,8.05,False,True
615,3,0,35.0,0,0,8.05,False,True
21,2,0,35.0,0,0,26.0,False,True
701,1,1,18.0,1,0,227.525,False,False
72,3,1,16.0,5,2,46.9,False,True
107,3,1,21.0,0,0,7.65,False,True
271,1,0,28.0,0,0,31.0,False,True
861,3,0,41.0,2,0,14.1083,False,True
436,1,1,14.0,1,2,120.0,False,True
103,1,0,21.0,0,1,77.2875,False,True
